a0,gamma0,R,chi
83.090022,3881.2573,0.63258745,1.5649397
84.687546,3881.2573,0.65714609,1.5950279
86.315785,3881.2573,0.68265815,1.6256946
87.97533,3881.2573,0.70916066,1.6569509
89.666781,3881.2573,0.73669205,1.6888082
91.390753,3881.2573,0.76529229,1.7212779
93.147871,3881.2573,0.79500286,1.7543719
94.938772,3881.2573,0.82586687,1.7881022
96.764105,3881.2573,0.8579291,1.8224811
98.624534,3881.2573,0.89123607,1.8575209
100.52073,3881.2573,0.92583609,1.8932344
102.45339,3881.2573,0.96177938,1.9296345
104.4232,3881.2573,0.99911807,1.9667345
106.43088,3881.2573,1.0379063,2.0045478
108.47717,3881.2573,1.0782005,2.0430881
110.5628,3881.2573,1.1200589,2.0823693
112.68853,3881.2573,1.1635424,2.1224059
114.85512,3881.2573,1.2087141,2.1632122
117.06338,3881.2573,1.2556394,2.204803
119.31409,3881.2573,1.3043865,2.2471935
121.60807,3881.2573,1.355026,2.290399
123.94616,3881.2573,1.4076316,2.3344352
126.3292,3881.2573,1.4622793,2.379318
128.75806,3881.2573,1.5190487,2.4250638
131.23362,3881.2573,1.578022,2.4716892
133.75678,3881.2573,1.6392848,2.5192109
136.32844,3881.2573,1.7029259,2.5676463
138.94955,3881.2573,1.7690378,2.617013
141.62105,3881.2573,1.8377163,2.6673288
144.34392,3881.2573,1.9090611,2.718612
147.11914,3881.2573,1.9831756,2.7708812
149.94771,3881.2573,2.0601675,2.8241554
152.83067,3881.2573,2.1401484,2.8784538
155.76906,3881.2573,2.2232343,2.9337962
158.76394,3881.2573,2.3095458,2.9902026
161.81641,3881.2573,2.3992082,3.0476935
164.92756,3881.2573,2.4923515,3.1062898
168.09853,3881.2573,2.5891109,3.1660127
171.33046,3881.2573,2.6896267,3.2268838
174.62454,3881.2573,2.7940447,3.2889252
177.98194,3881.2573,2.9025166,3.3521595
181.4039,3881.2573,3.0151996,3.4166096
184.89165,3881.2573,3.1322572,3.4822988
188.44645,3881.2573,3.2538593,3.549251
192.06961,3881.2573,3.3801823,3.6174904
195.76242,3881.2573,3.5114095,3.6870418
199.52623,3881.2573,3.6477312,3.7579305
0.1,3971.8926,9.376654e-07,0.0019274086
0.10192264,3971.8926,9.7406793e-07,0.0019644658
0.10388225,3971.8926,1.0118837e-06,0.0020022355
0.10587954,3971.8926,1.0511676e-06,0.0020407313
0.10791522,3971.8926,1.0919765e-06,0.0020799673
0.10999005,3971.8926,1.1343698e-06,0.0021199576
0.11210476,3971.8926,1.1784089e-06,0.0021607169
0.11426014,3971.8926,1.2241577e-06,0.0022022597
0.11645695,3971.8926,1.2716826e-06,0.0022446013
0.118696,3971.8926,1.3210525e-06,0.002287757
0.1209781,3971.8926,1.3723391e-06,0.0023317424
0.12330408,3971.8926,1.4256167e-06,0.0023765735
0.12567478,3971.8926,1.4809627e-06,0.0024222665
0.12809105,3971.8926,1.5384574e-06,0.002468838
0.13055379,3971.8926,1.5981842e-06,0.002516305
0.13306387,3971.8926,1.6602297e-06,0.0025646845
0.13562221,3971.8926,1.724684e-06,0.0026139943
0.13822974,3971.8926,1.7916406e-06,0.002664252
0.14088741,3971.8926,1.8611966e-06,0.0027154761
0.14359617,3971.8926,1.9334529e-06,0.002767685
0.14635701,3971.8926,2.0085144e-06,0.0028208977
0.14917093,3971.8926,2.08649e-06,0.0028751335
0.15203896,3971.8926,2.1674928e-06,0.002930412
0.15496213,3971.8926,2.2516403e-06,0.0029867534
0.15794149,3971.8926,2.3390547e-06,0.003044178
0.16097814,3971.8926,2.4298626e-06,0.0031027067
0.16407318,3971.8926,2.524196e-06,0.0031623606
0.16722772,3971.8926,2.6221917e-06,0.0032231615
0.17044291,3971.8926,2.7239917e-06,0.0032851314
0.17371992,3971.8926,2.8297439e-06,0.0033482928
0.17705994,3971.8926,2.9396017e-06,0.0034126685
0.18046417,3971.8926,3.0537244e-06,0.0034782819
0.18393385,3971.8926,3.1722777e-06,0.0035451569
0.18747024,3971.8926,3.2954335e-06,0.0036133176
0.19107462,3971.8926,3.4233705e-06,0.0036827888
0.1947483,3971.8926,3.5562744e-06,0.0037535956
0.19849262,3971.8926,3.6943379e-06,0.0038257639
0.20230892,3971.8926,3.8377614e-06,0.0038993197
0.2061986,3971.8926,3.9867529e-06,0.0039742896
0.21016306,3971.8926,4.1415287e-06,0.004050701
0.21420375,3971.8926,4.3023132e-06,0.0041285816
0.21832212,3971.8926,4.4693398e-06,0.0042079594
0.22251968,3971.8926,4.6428509e-06,0.0042888635
0.22679794,3971.8926,4.823098e-06,0.004371323
0.23115845,3971.8926,5.0103428e-06,0.0044553679
0.2356028,3971.8926,5.2048569e-06,0.0045410288
0.2401326,3971.8926,5.4069225e-06,0.0046283365
0.2447495,3971.8926,5.6168328e-06,0.0047173229
0.24945515,3971.8926,5.8348924e-06,0.0048080202
0.25425129,3971.8926,6.0614176e-06,0.0049004612
0.25913963,3971.8926,6.2967371e-06,0.0049946796
0.26412196,3971.8926,6.5411922e-06,0.0050907095
0.26920008,3971.8926,6.7951378e-06,0.0051885856
0.27437584,3971.8926,7.0589421e-06,0.0052883436
0.27965111,3971.8926,7.332988e-06,0.0053900196
0.2850278,3971.8926,7.617673e-06,0.0054936504
0.29050787,3971.8926,7.9134102e-06,0.0055992737
0.29609329,3971.8926,8.2206287e-06,0.0057069277
0.30178611,3971.8926,8.5397742e-06,0.0058166516
0.30758838,3971.8926,8.8713097e-06,0.005928485
0.31350221,3971.8926,9.2157162e-06,0.0060424686
0.31952973,3971.8926,9.5734935e-06,0.0061586437
0.32567315,3971.8926,9.9451606e-06,0.0062770524
0.33193468,3971.8926,1.0331257e-05,0.0063977377
0.3383166,3971.8926,1.0732342e-05,0.0065207434
0.34482122,3971.8926,1.1148999e-05,0.006646114
0.3514509,3971.8926,1.1581831e-05,0.006773895
0.35820805,3971.8926,1.2031467e-05,0.0069041329
0.36509511,3971.8926,1.2498558e-05,0.0070368747
0.37211458,3971.8926,1.2983784e-05,0.0071721686
0.37926902,3971.8926,1.3487847e-05,0.0073100638
0.38656101,3971.8926,1.4011479e-05,0.0074506103
0.3939932,3971.8926,1.455544e-05,0.0075938589
0.40156828,3971.8926,1.5120519e-05,0.0077398617
0.409289,3971.8926,1.5707535e-05,0.0078886716
0.41715817,3971.8926,1.6317341e-05,0.0080403426
0.42517863,3971.8926,1.6950821e-05,0.0081949297
0.4333533,3971.8926,1.7608895e-05,0.0083524889
0.44168513,3971.8926,1.8292516e-05,0.0085130774
0.45017716,3971.8926,1.9002678e-05,0.0086767535
0.45883246,3971.8926,1.974041e-05,0.0088435765
0.46765417,3971.8926,2.0506782e-05,0.0090136069
0.47664549,3971.8926,2.1302907e-05,0.0091869064
0.48580968,3971.8926,2.2129939e-05,0.0093635378
0.49515007,3971.8926,2.2989079e-05,0.0095435652
0.50467003,3971.8926,2.3881573e-05,0.0097270538
0.51437304,3971.8926,2.4808716e-05,0.0099140704
0.52426259,3971.8926,2.5771852e-05,0.010104683
0.53434229,3971.8926,2.677238e-05,0.010298959
0.54461579,3971.8926,2.7811752e-05,0.010496972
0.5550868,3971.8926,2.8891474e-05,0.010698791
0.56575914,3971.8926,3.0013113e-05,0.010904491
0.57663667,3971.8926,3.1178298e-05,0.011114145
0.58772333,3971.8926,3.2388718e-05,0.01132783
0.59902315,3971.8926,3.3646129e-05,0.011545624
0.61054023,3971.8926,3.4952357e-05,0.011767605
0.62227874,3971.8926,3.6309295e-05,0.011993854
0.63424294,3971.8926,3.7718913e-05,0.012224453
0.64643716,3971.8926,3.9183256e-05,0.012459486
0.65886584,3971.8926,4.0704449e-05,0.012699037
0.67153348,3971.8926,4.2284698e-05,0.012943194
0.68444467,3971.8926,4.3926296e-05,0.013192046
0.6976041,3971.8926,4.5631625e-05,0.013445682
0.71101653,3971.8926,4.740316e-05,0.013704194
0.72468684,3971.8926,4.9243469e-05,0.013967677
0.73861998,3971.8926,5.1155225e-05,0.014236225
0.75282101,3971.8926,5.3141199e-05,0.014509937
0.76729507,3971.8926,5.5204274e-05,0.014788911
0.78204741,3971.8926,5.7347443e-05,0.015073249
0.79708339,3971.8926,5.9573815e-05,0.015363054
0.81240846,3971.8926,6.188662e-05,0.015658431
0.82802817,3971.8926,6.4289214e-05,0.015959487
0.8439482,3971.8926,6.6785083e-05,0.01626633
0.86017431,3971.8926,6.9377848e-05,0.016579074
0.87671239,3971.8926,7.207127e-05,0.01689783
0.89356844,3971.8926,7.4869258e-05,0.017222715
0.91074857,3971.8926,7.7775871e-05,0.017553847
0.92825901,3971.8926,8.0795326e-05,0.017891344
0.94610612,3971.8926,8.3932003e-05,0.018235331
0.96429636,3971.8926,8.7190455e-05,0.018585931
0.98283633,3971.8926,9.0575408e-05,0.018943272
1.0017328,3971.8926,9.4091773e-05,0.019307484
1.0209925,3971.8926,9.7744652e-05,0.019678698
1.0406226,3971.8926,0.00010153934,0.020057049
1.06063,3971.8926,0.00010548136,0.020442674
1.0810221,3971.8926,0.00010957641,0.020835714
1.1018063,3971.8926,0.00011383044,0.02123631
1.1229901,3971.8926,0.00011824962,0.021644609
1.1445812,3971.8926,0.00012284037,0.022060757
1.1665874,3971.8926,0.00012760934,0.022484907
1.1890167,3971.8926,0.00013256346,0.022917211
1.2118773,3971.8926,0.00013770991,0.023357828
1.2351774,3971.8926,0.00014305615,0.023806915
1.2589254,3971.8926,0.00014860995,0.024264637
1.2831301,3971.8926,0.00015437936,0.024731159
1.3078001,3971.8926,0.00016037276,0.025206651
1.3329444,3971.8926,0.00016659883,0.025691285
1.3585721,3971.8926,0.00017306662,0.026185237
1.3846926,3971.8926,0.0001797855,0.026688686
1.4113153,3971.8926,0.00018676522,0.027201814
1.4384499,3971.8926,0.00019401592,0.027724807
1.4661061,3971.8926,0.0002015481,0.028257856
1.4942941,3971.8926,0.00020937271,0.028801154
1.5230241,3971.8926,0.00021750108,0.029354897
1.5523064,3971.8926,0.00022594502,0.029919287
1.5821517,3971.8926,0.00023471678,0.030494528
1.6125708,3971.8926,0.00024382907,0.031080829
1.6435748,3971.8926,0.00025329513,0.031678403
1.6751749,3971.8926,0.00026312868,0.032287465
1.7073825,3971.8926,0.000273344,0.032908238
1.7402094,3971.8926,0.0002839559,0.033540946
1.7736674,3971.8926,0.00029497978,0.034185818
1.8077687,3971.8926,0.00030643164,0.03484309
1.8425256,3971.8926,0.00031832809,0.035512998
1.8779508,3971.8926,0.00033068638,0.036195786
1.9140571,3971.8926,0.00034352446,0.036891702
1.9508576,3971.8926,0.00035686094,0.037600997
1.9883656,3971.8926,0.00037071518,0.03832393
2.0265948,3971.8926,0.00038510728,0.039060763
2.0655589,3971.8926,0.00040005811,0.039811762
2.1052723,3971.8926,0.00041558937,0.0405772
2.1457491,3971.8926,0.0004317236,0.041357354
2.1870042,3971.8926,0.00044848419,0.042152509
2.2290525,3971.8926,0.00046589547,0.042962951
2.2719092,3971.8926,0.00048398271,0.043788975
2.3155899,3971.8926,0.00050277213,0.044630881
2.3601105,3971.8926,0.00052229101,0.045488973
2.405487,3971.8926,0.00054256766,0.046363564
2.4517359,3971.8926,0.0005636315,0.047254969
2.498874,3971.8926,0.0005855131,0.048163514
2.5469184,3971.8926,0.00060824419,0.049089526
2.5958866,3971.8926,0.00063185775,0.050033342
2.6457962,3971.8926,0.00065638806,0.050995305
2.6966654,3971.8926,0.0006818707,0.051975762
2.7485127,3971.8926,0.00070834263,0.052975071
2.8013568,3971.8926,0.00073584227,0.053993592
2.8552168,3971.8926,0.00076440952,0.055031696
2.9101125,3971.8926,0.00079408582,0.056089759
2.9660635,3971.8926,0.00082491423,0.057168165
3.0230904,3971.8926,0.00085693947,0.058267305
3.0812136,3971.8926,0.00089020801,0.059387577
3.1404543,3971.8926,0.00092476813,0.060529388
3.200834,3971.8926,0.00096066995,0.061693152
3.2623747,3971.8926,0.00099796557,0.062879291
3.3250985,3971.8926,0.0010367091,0.064088235
3.3890282,3971.8926,0.0010769568,0.065320423
3.4541872,3971.8926,0.0011187669,0.066576302
3.5205988,3971.8926,0.0011622003,0.067856326
3.5882874,3971.8926,0.0012073198,0.069160961
3.6572773,3971.8926,0.001254191,0.070490679
3.7275937,3971.8926,0.0013028818,0.071845963
3.799262,3971.8926,0.001353463,0.073227305
3.8723083,3971.8926,0.0014060078,0.074635204
3.9467589,3971.8926,0.0014605926,0.076070173
4.022641,3971.8926,0.0015172965,0.077532731
4.099982,3971.8926,0.0015762017,0.079023408
4.1788101,3971.8926,0.0016373938,0.080542746
4.2591537,3971.8926,0.0017009616,0.082091296
4.341042,3971.8926,0.0017669972,0.083669618
4.4245047,3971.8926,0.0018355965,0.085278286
4.5095721,3971.8926,0.0019068589,0.086917883
4.5962751,3971.8926,0.001980888,0.088589003
4.6846451,3971.8926,0.0020577911,0.090292254
4.7747141,3971.8926,0.0021376797,0.092028251
4.8665148,3971.8926,0.0022206698,0.093797626
4.9600805,3971.8926,0.0023068818,0.095601019
5.0554451,3971.8926,0.0023964407,0.097439086
5.1526433,3971.8926,0.0024894766,0.099312491
5.2517102,3971.8926,0.0025861243,0.10122192
5.3526818,3971.8926,0.0026865241,0.10316805
5.4555948,3971.8926,0.0027908218,0.10515161
5.5604864,3971.8926,0.0028991685,0.1071733
5.6673947,3971.8926,0.0030117215,0.10923385
5.7763584,3971.8926,0.0031286441,0.11133403
5.8874172,3971.8926,0.0032501059,0.11347459
6.0006112,3971.8926,0.0033762832,0.1156563
6.1159815,3971.8926,0.003507359,0.11787996
6.23357,3971.8926,0.0036435235,0.12014637
6.3534193,3971.8926,0.0037849742,0.12245635
6.4755729,3971.8926,0.0039319165,0.12481075
6.600075,3971.8926,0.0040845633,0.12721042
6.7269709,3971.8926,0.0042431364,0.12965622
6.8563065,3971.8926,0.0044078656,0.13214904
6.9881288,3971.8926,0.00457899,0.1346898
7.1224856,3971.8926,0.0047567579,0.1372794
7.2594255,3971.8926,0.0049414272,0.1399188
7.3989984,3971.8926,0.0051332658,0.14260893
7.5412547,3971.8926,0.0053325521,0.14535079
7.6862461,3971.8926,0.0055395752,0.14814537
7.8340252,3971.8926,0.0057546354,0.15099368
7.9846455,3971.8926,0.0059780448,0.15389675
8.1381617,3971.8926,0.0062101276,0.15685563
8.2946295,3971.8926,0.0064512203,0.15987141
8.4541056,3971.8926,0.0067016729,0.16294516
8.6166479,3971.8926,0.0069618487,0.16607802
8.7823153,3971.8926,0.0072321252,0.1692711
8.9511678,3971.8926,0.0075128945,0.17252558
9.1232668,3971.8926,0.0078045639,0.17584263
9.2986747,3971.8926,0.0081075567,0.17922346
9.477455,3971.8926,0.0084223125,0.18266929
9.6596726,3971.8926,0.0087492878,0.18618136
9.8453936,3971.8926,0.0090889572,0.18976097
10.034685,3971.8926,0.0094418133,0.19340939
10.227617,3971.8926,0.0098083683,0.19712796
10.424257,3971.8926,0.010189154,0.20091803
10.624678,3971.8926,0.010584722,0.20478097
10.828953,3971.8926,0.010995648,0.20871817
11.037155,3971.8926,0.011422527,0.21273108
11.24936,3971.8926,0.011865978,0.21682114
11.465645,3971.8926,0.012326645,0.22098983
11.686089,3971.8926,0.012805196,0.22523868
11.91077,3971.8926,0.013302326,0.22956922
12.139772,3971.8926,0.013818756,0.23398301
12.373176,3971.8926,0.014355235,0.23848167
12.611068,3971.8926,0.014912541,0.24306682
12.853534,3971.8926,0.015491483,0.24774013
13.100662,3971.8926,0.016092902,0.25250329
13.352541,3971.8926,0.016717669,0.25735802
13.609262,3971.8926,0.01736669,0.2623061
13.87092,3971.8926,0.018040909,0.26734931
14.137608,3971.8926,0.018741302,0.27248948
14.409424,3971.8926,0.019468887,0.27772848
14.686466,3971.8926,0.020224718,0.28306821
14.968834,3971.8926,0.021009893,0.2885106
15.256631,3971.8926,0.021825549,0.29405763
15.549962,3971.8926,0.022672872,0.2997113
15.848932,3971.8926,0.02355309,0.30547368
16.15365,3971.8926,0.02446748,0.31134685
16.464227,3971.8926,0.025417369,0.31733294
16.780776,3971.8926,0.026404135,0.32343412
17.10341,3971.8926,0.02742921,0.3296526
17.432248,3971.8926,0.028494081,0.33599064
17.767407,3971.8926,0.029600293,0.34245054
18.109011,3971.8926,0.030749451,0.34903465
18.457183,3971.8926,0.031943222,0.35574534
18.812049,3971.8926,0.033183338,0.36258505
19.173737,3971.8926,0.034471599,0.36955626
19.54238,3971.8926,0.035809873,0.37666151
19.91811,3971.8926,0.037200102,0.38390337
20.301064,3971.8926,0.038644304,0.39128446
20.691381,3971.8926,0.040144573,0.39880746
21.089202,3971.8926,0.041703086,0.4064751
21.494672,3971.8926,0.043322104,0.41429017
21.907938,3971.8926,0.045003977,0.42225549
22.329149,3971.8926,0.046751145,0.43037396
22.758459,3971.8926,0.048566142,0.43864851
23.196023,3971.8926,0.050451602,0.44708215
23.642,3971.8926,0.05241026,0.45567795
24.096551,3971.8926,0.054444958,0.46443901
24.559842,3971.8926,0.056558648,0.47336851
25.03204,3971.8926,0.058754397,0.4824697
25.513317,3971.8926,0.06103539,0.49174587
26.003847,3971.8926,0.063404937,0.50120038
26.503808,3971.8926,0.065866477,0.51083668
27.013381,3971.8926,0.068423579,0.52065824
27.532752,3971.8926,0.071079954,0.53066864
28.062109,3971.8926,0.073839457,0.54087151
28.601643,3971.8926,0.07670609,0.55127053
29.15155,3971.8926,0.079684013,0.5618695
29.71203,3971.8926,0.082777547,0.57267224
30.283287,3971.8926,0.085991179,0.58368268
30.865526,3971.8926,0.089329573,0.59490482
31.45896,3971.8926,0.092797572,0.60634271
32.063803,3971.8926,0.096400207,0.61800052
32.680276,3971.8926,0.10014271,0.62988246
33.308601,3971.8926,0.1040305,0.64199285
33.949006,3971.8926,0.10806922,0.65433608
34.601725,3971.8926,0.11226474,0.66691663
35.266992,3971.8926,0.11662314,0.67973905
35.94505,3971.8926,0.12115074,0.69280801
36.636145,3971.8926,0.12585412,0.70612823
37.340528,3971.8926,0.13074009,0.71970456
38.058453,3971.8926,0.13581575,0.73354191
38.790181,3971.8926,0.14108846,0.7476453
39.535978,3971.8926,0.14656587,0.76201985
40.296113,3971.8926,0.15225593,0.77667077
41.070864,3971.8926,0.15816688,0.79160337
41.86051,3971.8926,0.16430732,0.80682308
42.665338,3971.8926,0.17068614,0.82233541
43.48564,3971.8926,0.17731261,0.83814598
44.321713,3971.8926,0.18419633,0.85426053
45.173862,3971.8926,0.19134729,0.87068491
46.042394,3971.8926,0.19877588,0.88742508
46.927625,3971.8926,0.20649286,0.90448709
47.829875,3971.8926,0.21450943,0.92187715
48.749473,3971.8926,0.22283722,0.93960155
49.686751,3971.8926,0.23148833,0.95766674
50.64205,3971.8926,0.24047528,0.97607925
51.615716,3971.8926,0.24981114,0.99484577
52.608102,3971.8926,0.25950944,1.0139731
53.619568,3971.8926,0.26958424,1.0334682
54.650481,3971.8926,0.28005018,1.0533381
55.701214,3971.8926,0.29092244,1.07359
56.77215,3971.8926,0.30221678,1.0942313
57.863675,3971.8926,0.31394959,1.1152695
58.976187,3971.8926,0.3261379,1.1367121
60.110089,3971.8926,0.3387994,1.158567
61.265791,3971.8926,0.35195244,1.1808421
62.443713,3971.8926,0.36561612,1.2035455
63.644283,3971.8926,0.37981026,1.2266854
64.867935,3971.8926,0.39455544,1.2502702
66.115114,3971.8926,0.40987308,1.2743084
67.386272,3971.8926,0.42578538,1.2988088
68.681869,3971.8926,0.44231544,1.3237803
70.002376,3971.8926,0.45948724,1.3492318
71.348272,3971.8926,0.47732569,1.3751728
72.720044,3971.8926,0.49585667,1.4016124
74.118191,3971.8926,0.51510707,1.4285604
75.543219,3971.8926,0.53510483,1.4560265
76.995646,3971.8926,0.55587894,1.4840207
78.475997,3971.8926,0.57745956,1.5125531
79.98481,3971.8926,0.59987799,1.5416341
81.522633,3971.8926,0.62316676,1.5712743
83.090022,3971.8926,0.64735966,1.6014843
84.687546,3971.8926,0.67249179,1.6322751
86.315785,3971.8926,0.69859961,1.6636579
87.97533,3971.8926,0.72572101,1.6956441
89.666781,3971.8926,0.75389532,1.7282453
91.390753,3971.8926,0.78316343,1.7614733
93.147871,3971.8926,0.81356781,1.7953401
94.938772,3971.8926,0.84515256,1.8298581
96.764105,3971.8926,0.8779635,1.8650397
98.624534,3971.8926,0.91204825,1.9008978
100.52073,3971.8926,0.94745626,1.9374453
102.45339,3971.8926,0.98423889,1.9746954
104.4232,3971.8926,1.0224495,2.0126618
106.43088,3971.8926,1.0621436,2.0513581
108.47717,3971.8926,1.1033787,2.0907983
110.5628,3971.8926,1.1462146,2.1309969
112.68853,3971.8926,1.1907135,2.1719684
114.85512,3971.8926,1.23694,2.2137276
117.06338,3971.8926,1.2849611,2.2562897
119.31409,3971.8926,1.3348466,2.2996701
121.60807,3971.8926,1.3866687,2.3438845
123.94616,3971.8926,1.4405026,2.388949
126.3292,3971.8926,1.4964266,2.43488
128.75806,3971.8926,1.5545216,2.481694
131.23362,3971.8926,1.614872,2.5294082
133.75678,3971.8926,1.6775654,2.5780396
136.32844,3971.8926,1.7426927,2.6276061
138.94955,3971.8926,1.8103485,2.6781256
141.62105,3971.8926,1.8806307,2.7296164
144.34392,3971.8926,1.9536416,2.7820972
147.11914,3971.8926,2.0294868,2.835587
149.94771,3971.8926,2.1082766,2.8901052
152.83067,3971.8926,2.1901252,2.9456716
155.76906,3971.8926,2.2751514,3.0023063
158.76394,3971.8926,2.3634785,3.06003
161.81641,3971.8926,2.4552346,3.1188634
164.92756,3971.8926,2.550553,3.178828
168.09853,3971.8926,2.6495719,3.2399455
171.33046,3971.8926,2.7524349,3.3022381
174.62454,3971.8926,2.8592914,3.3657284
177.98194,3971.8926,2.9702963,3.4304393
181.4039,3971.8926,3.0856106,3.4963944
184.89165,3971.8926,3.2054018,3.5636176
188.44645,3971.8926,3.3298436,3.6321332
192.06961,3971.8926,3.4591165,3.7019662
195.76242,3971.8926,3.5934081,3.7731418
199.52623,3971.8926,3.7329132,3.8456858
0.1,4064.6444,9.5956181e-07,0.0019724176
0.10192264,4064.6444,9.9681441e-07,0.0020103401
0.10388225,4064.6444,1.0355132e-06,0.0020489918
0.10587954,4064.6444,1.0757145e-06,0.0020883866
0.10791522,4064.6444,1.1174764e-06,0.0021285388
0.10999005,4064.6444,1.1608597e-06,0.002169463
0.11210476,4064.6444,1.2059272e-06,0.002211174
0.11426014,4064.6444,1.2527443e-06,0.002253687
0.11645695,4064.6444,1.301379e-06,0.0022970174
0.118696,4064.6444,1.3519018e-06,0.0023411808
0.1209781,4064.6444,1.404386e-06,0.0023861933
0.12330408,4064.6444,1.4589078e-06,0.0024320713
0.12567478,4064.6444,1.5155462e-06,0.0024788314
0.12809105,4064.6444,1.5743836e-06,0.0025264904
0.13055379,4064.6444,1.6355051e-06,0.0025750658
0.13306387,4064.6444,1.6989995e-06,0.0026245752
0.13562221,4064.6444,1.7649589e-06,0.0026750364
0.13822974,4064.6444,1.8334791e-06,0.0027264678
0.14088741,4064.6444,1.9046594e-06,0.002778888
0.14359617,4064.6444,1.978603e-06,0.0028323161
0.14635701,4064.6444,2.0554174e-06,0.0028867714
0.14917093,4064.6444,2.1352138e-06,0.0029422737
0.15203896,4064.6444,2.2181082e-06,0.0029988431
0.15496213,4064.6444,2.3042207e-06,0.0030565002
0.15794149,4064.6444,2.3936764e-06,0.0031152658
0.16097814,4064.6444,2.4866049e-06,0.0031751612
0.16407318,4064.6444,2.5831412e-06,0.0032362082
0.16722772,4064.6444,2.6834252e-06,0.003298429
0.17044291,4064.6444,2.7876025e-06,0.003361846
0.17371992,4064.6444,2.8958243e-06,0.0034264823
0.17705994,4064.6444,3.0082474e-06,0.0034923613
0.18046417,4064.6444,3.1250352e-06,0.0035595069
0.18393385,4064.6444,3.2463569e-06,0.0036279435
0.18747024,4064.6444,3.3723886e-06,0.0036976959
0.19107462,4064.6444,3.5033132e-06,0.0037687894
0.1947483,4064.6444,3.6393207e-06,0.0038412498
0.19849262,4064.6444,3.7806082e-06,0.0039151033
0.20230892,4064.6444,3.9273809e-06,0.0039903768
0.2061986,4064.6444,4.0798517e-06,0.0040670974
0.21016306,4064.6444,4.2382418e-06,0.0041452932
0.21420375,4064.6444,4.4027811e-06,0.0042249924
0.21832212,4064.6444,4.5737081e-06,0.0043062239
0.22251968,4064.6444,4.7512709e-06,0.0043890172
0.22679794,4064.6444,4.9357272e-06,0.0044734024
0.23115845,4064.6444,5.1273445e-06,0.0045594099
0.2356028,4064.6444,5.326401e-06,0.0046470711
0.2401326,4064.6444,5.5331852e-06,0.0047364177
0.2447495,4064.6444,5.7479974e-06,0.0048274821
0.24945515,4064.6444,5.9711491e-06,0.0049202973
0.25425129,4064.6444,6.2029641e-06,0.005014897
0.25913963,4064.6444,6.4437788e-06,0.0051113156
0.26412196,4064.6444,6.6939425e-06,0.005209588
0.26920008,4064.6444,6.9538182e-06,0.0053097497
0.27437584,4064.6444,7.2237829e-06,0.0054118373
0.27965111,4064.6444,7.5042283e-06,0.0055158876
0.2850278,4064.6444,7.7955613e-06,0.0056219384
0.29050787,4064.6444,8.0982046e-06,0.0057300282
0.29609329,4064.6444,8.4125972e-06,0.0058401962
0.30178611,4064.6444,8.7391954e-06,0.0059524823
0.30758838,4064.6444,9.0784729e-06,0.0060669273
0.31350221,4064.6444,9.4309221e-06,0.0061835726
0.31952973,4064.6444,9.7970542e-06,0.0063024606
0.32567315,4064.6444,1.01774e-05,0.0064236345
0.33193468,4064.6444,1.0572513e-05,0.006547138
0.3383166,4064.6444,1.0982964e-05,0.0066730161
0.34482122,4064.6444,1.1409351e-05,0.0068013144
0.3514509,4064.6444,1.185229e-05,0.0069320794
0.35820805,4064.6444,1.2312426e-05,0.0070653585
0.36509511,4064.6444,1.2790425e-05,0.0072012001
0.37211458,4064.6444,1.3286982e-05,0.0073396535
0.37926902,4064.6444,1.3802816e-05,0.0074807688
0.38656101,4064.6444,1.4338676e-05,0.0076245973
0.3939932,4064.6444,1.4895339e-05,0.007771191
0.40156828,4064.6444,1.5473614e-05,0.0079206033
0.409289,4064.6444,1.6074338e-05,0.0080728882
0.41715817,4064.6444,1.6698385e-05,0.008228101
0.42517863,4064.6444,1.7346658e-05,0.008386298
0.4333533,4064.6444,1.8020099e-05,0.0085475366
0.44168513,4064.6444,1.8719684e-05,0.0087118752
0.45017716,4064.6444,1.9446429e-05,0.0088793735
0.45883246,4064.6444,2.0201389e-05,0.0090500921
0.46765417,4064.6444,2.0985657e-05,0.0092240931
0.47664549,4064.6444,2.1800373e-05,0.0094014394
0.48580968,4064.6444,2.2646719e-05,0.0095821955
0.49515007,4064.6444,2.3525921e-05,0.0097664269
0.50467003,4064.6444,2.4439257e-05,0.0099542005
0.51437304,4064.6444,2.538805e-05,0.010145584
0.52426259,4064.6444,2.6373678e-05,0.010340648
0.53434229,4064.6444,2.739757e-05,0.010539461
0.54461579,4064.6444,2.8461213e-05,0.010742097
0.5550868,4064.6444,2.9566149e-05,0.01094863
0.56575914,4064.6444,3.0713981e-05,0.011159133
0.57663667,4064.6444,3.1906375e-05,0.011373683
0.58772333,4064.6444,3.3145061e-05,0.011592358
0.59902315,4064.6444,3.4431835e-05,0.011815238
0.61054023,4064.6444,3.5768566e-05,0.012042403
0.62227874,4064.6444,3.7157191e-05,0.012273935
0.63424294,4064.6444,3.8599727e-05,0.012509919
0.64643716,4064.6444,4.0098265e-05,0.01275044
0.65886584,4064.6444,4.1654981e-05,0.012995586
0.67153348,4064.6444,4.3272132e-05,0.013245444
0.68444467,4064.6444,4.4952065e-05,0.013500107
0.6976041,4064.6444,4.6697217e-05,0.013759666
0.71101653,4064.6444,4.851012e-05,0.014024215
0.72468684,4064.6444,5.0393405e-05,0.014293851
0.73861998,4064.6444,5.2349804e-05,0.01456867
0.75282101,4064.6444,5.4382155e-05,0.014848774
